counter,seconds,micro seconds,local clock [ns]
960,1627160593,696662,48050000
961,1627160593,901251,48100000
962,1627160594,105454,48150000
963,1627160594,308981,48200000
964,1627160594,509456,48250000
965,1627160594,709698,48300000
966,1627160594,912434,48350000
967,1627160595,115282,48400000
968,1627160595,318094,48450000
969,1627160595,519293,48500000
970,1627160595,719546,48550000
971,1627160595,920637,48600000
972,1627160596,125881,48650000
973,1627160596,327415,48700000
974,1627160596,532325,48750000
975,1627160596,736233,48800000
976,1627160596,938799,48850000
977,1627160597,143332,48900000
978,1627160597,346401,48950000
979,1627160597,550098,49000000
980,1627160597,751654,49050000
981,1627160597,956744,49100000
982,1627160598,157995,49150000
983,1627160598,361883,49200000
984,1627160598,566424,49250000
985,1627160598,771672,49300000
986,1627160598,972257,49350000
987,1627160599,174923,49400000
988,1627160599,378119,49450000
989,1627160599,581439,49500000
990,1627160599,786408,49550000
991,1627160599,986534,49600000
